1.758794878408155918e-02,7.106433395170886058e+01
2.076581949589137821e+01,2.731977903126934137e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.594157558606347003e+01,6.686658031128055768e+01
2.020949454946600810e+01,3.385910838159230707e+01
9.928812369823125650e+00,7.088151921186577908e+01
1.398676514909514346e+01,7.088067413981281106e+01
2.512265289925177392e+00,7.096120054419813528e+01
6.099686930558102738e+00,7.093919447355244756e+01
1.506112742579195007e+01,7.085988152396035389e+01
2.053873342463057838e+01,3.150904961507882973e+01
5.053350308057264151e+00,7.094652614020084513e+01
1.582319578067507282e-01,7.098323980977612280e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
1.758794878408155918e-02,7.106433395170886058e+01
