0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508
98.48777324073367,98.44173155626713,98.5064466695088,98.1842340555724,97.8268470659775,97.83851258130215,97.91874568983003,98.14943628090312,99.80897801311185,98.58251368211566,8.333333333333334,0.0,97.83273518246354,97.97671146735684,97.69859208300198,97.95064197410424,98.07957508853457,98.20433532404336,98.22077195128497,98.36177474402731,98.04304027427759,98.38800167182568,98.45619051826023,98.37670180061485,97.8609472743521,98.20837256371334,98.07826179872094,98.0808848503702,98.27412292957509,98.25853282130424,98.21376918700196,98.17402304220991,98.38336658806458,98.21786494739432,98.34573439836598,98.21094831380404,98.28241434082142,98.41710431013539,98.41875232116814,98.35351646212553,98.21334140872915,98.14578702878491,98.56945839141564,98.13760028623722,98.31410825199646,98.51647442263132,98.12009808340696,98.16999174128449,97.57810491710686,97.21765946065011,98.61855046561429,98.71024832697307,98.18430802182377,98.48258475244295,98.27713567242705,98.23725896757153
98.64121403627178,98.50320437105168,98.62163783621637,98.4176386913229,98.13352091917059,98.19033272203302,98.43382058443608,98.05964560727584,100.0,98.11302606266634,,,98.27730225177865,98.41457099361108,98.06173725771716,98.41843105937147,98.34646109155912,98.0672268907563,98.39603488416634,98.39954500318646,98.2162489093571,98.17245260773024,98.41433464543616,98.47549889170311,98.06516762539168,98.16150470089025,98.20197783988212,98.31565163808155,98.3374348203183,98.32265131444875,98.54716045736467,98.46882791691698,98.48042857844504,98.6662788829959,98.19217921518741,98.32107843137254,98.3076250368274,98.26149922866227,98.4533078410903,98.44970845481049,98.31526207605344,98.07076281969717,98.22461505001947,98.42262327696461,98.36648565694722,98.13563250359246,98.40866972846668,98.55384118290145,97.54586289670587,97.46913738393351,98.6021505376344,98.6433234970432,98.15557473970597,98.37667205277273,98.72567719207026,98.25833075284854
99.10133907543235,99.1499456953039,98.32985845920703,98.1204758759457,98.17281091360965,98.4380951450811,98.46150568887859,98.38191025769643,100.0,98.41464428564336,,,98.32705874372542,98.443571283224,98.5185182933428,98.24725396043569,98.56882372730789,98.32118208691557,98.43868554016106,98.39218663110289,98.25436108797288,98.25805124785947,98.71825731497938,98.29655413879848,98.0099828159652,98.28293276862374,98.40299661783888,98.03599727651013,98.48268836636902,98.13771662689032,98.38602471821079,98.24853774585569,98.55769990770544,98.54165618671271,98.43392873556175,98.4667056976605,98.45140295957046,98.48174456943367,98.19085253796231,98.34310780810371,98.07355547846583,98.36320227449455,98.10267075963162,98.44600069452483,98.43661072071549,98.38499007197817,98.23547508806473,98.51793260177121,97.60164490457221,97.65101188229013,98.58354141907932,98.90354871689196,98.1286410334668,98.39752752488602,98.67237720015126,98.58138397779015
99.80646687659276,99.75604531607007,98.70185363505055,98.4741597898586,98.60684589800442,98.4379913437734,98.42191308102728,98.89290928359159,100.0,98.29600778967867,,,98.34929050601646,98.4064179090579,98.45151430588773,98.53638476088574,98.44283939111526,98.27876585292955,98.68654400354689,98.47158862815226,98.24726247353496,98.16910165613878,98.60437972432192,98.54630818196205,98.73969917067046,98.63407231225261,98.31505046072839,98.27910207663058,98.58988923601251,98.30080465673686,98.22920353253936,98.40608351950507,98.41601008974192,98.50290047004401,98.61218072134514,98.52424506387922,98.28531913833226,98.29218168119104,98.36271103899122,98.52648217920401,97.6895493988461,97.91071428571428,97.76102704137747,98.28794929243026,98.12937062937063,98.033856754787,98.45397866061633,98.49369201141656,97.42006434096146,97.48908846734935,98.5554678115407,98.54638076168914,98.11743632526868,98.26825363036457,98.14747195819118,98.40615243273928
99.88089390415065,99.83537209970353,98.88129917678629,98.5336441384105,98.63836125158895,98.71931113427073,98.26599186492868,98.42683763842508,100.0,98.27482700387182,,,98.73183106265813,98.28052155702412,98.43933571336532,98.39462044670037,98.5800033946601,98.524499925362,98.4871342737722,98.37645088134113,98.24394594431176,98.26140046024514,98.43202032514898,98.48330252568212,98.37588632028246,98.57522533962458,98.36857980972297,98.42300096164783,98.52673935617861,98.57782592993861,98.37974309698777,98.21822677173645,98.3939695600021,98.29288528240482,98.42349642181478,98.21918872714086,98.36431538049303,98.27845938651112,98.5766718686781,98.32949710539165,97.66598567865742,97.71994203325718,97.65480737062093,97.94432566275955,97.97637905580879,98.01951432973934,98.17536324215459,98.75126692481612,97.1526517248334,97.8451476793249,98.71707016737443,98.95176354246786,98.20002062692396,98.27199397875609,98.59100755327171,98.45674928738441
99.79975043886334,99.79312602156276,98.83964178891895,98.57925957653228,98.51832438652616,98.67923034286167,98.46255846472829,98.54267155121113,100.0,98.06555079740468,,,98.30267872114649,98.03883985691769,98.30896725851116,98.57100424438707,98.46900582837273,98.47428974896866,98.55869454059157,98.46902513577335,98.176854402313,98.28199984265596,98.12865617533163,98.3605551564669,98.40149240149239,98.45188785814534,98.75590418353576,98.23170998512296,98.24953044060823,98.59261476261193,98.4698567632164,98.60576636238889,98.49562146472901,98.50810242796305,98.17262587303242,98.5014364417703,98.37449914716242,98.54981484615308,98.29626371244879,98.34308374117859,97.84731198777794,97.3935634887429,97.75741860721246,97.95890027164313,98.45300845289856,97.74539043486655,98.13391877058177,98.62300303600388,97.66767628250639,97.43166133898964,98.53417435511203,98.98183661011483,98.12413058429907,98.3765549230445,98.33403224016084,98.36018666103354
99.8806363357447,99.83665362030004,98.91488496295118,98.43278571303999,98.29410224676315,98.72706724983121,98.22381029266205,98.77659762117335,100.0,98.38362192617072,,,98.4655515994923,98.63608131086247,98.13708877052626,98.26431514941933,98.59966099938566,98.62924764177748,98.73372187663507,98.49718357534044,98.02001433708267,98.59648930814856,98.56027499006788,98.59349894945001,98.42424201112445,98.40094244981218,98.57397454111015,98.2289341557076,98.45929171230375,98.41120588031343,98.69168590240454,98.54023013990201,98.6428045638572,98.54978487745464,98.47435484448263,98.64706573013143,98.3971768078404,98.54014598540147,98.71141315475688,98.13803356142066,97.80058029048459,97.43875746261071,97.8928711234831,98.0307326886255,98.08737879741219,97.77517259346098,98.24671842577698,98.1897040055145,97.59745113374333,97.29836564044089,98.53208318494555,99.14894058440501,98.21751764217518,98.2020459402937,98.46935664052646,98.35603928934688
99.84051036682615,99.87486093725852,98.77326437956643,98.68459742281414,98.73703346382925,98.73055764789038,98.4661379433256,98.46381578947368,100.0,98.2935118645456,,,98.71267018006148,98.52928296288351,98.53178907874883,98.03001245201148,98.53351035011251,98.30540571754668,98.63429759763727,98.40058680858232,98.29803100831138,98.57407133591866,98.05662192141253,98.71294541695931,98.69867073067479,98.40893527668786,98.28326730611987,98.34861346915676,98.39911795325808,98.45742044215326,98.57842008483259,98.51312907361898,98.74908193083618,98.6441798941799,98.6150815785804,98.43011583011582,98.66701274320172,98.45148657289002,98.26748541886063,98.38098059317001,97.33111599070008,97.71112871415177,97.23578791549768,98.22210109754013,97.77293844367014,97.62827975873341,98.24735310245919,98.29926028546372,97.67618226900319,97.6273413675678,98.62616844288175,98.73711011078123,98.30247282284077,98.50276003997621,98.30876071087201,98.39872667257752
99.87138927604846,99.82964175431266,98.94736659862639,98.73326791465378,98.17460317460316,98.51829268292683,98.46041903080737,98.77015862212392,100.0,98.5323490061162,,,98.48376920728606,98.46695662114693,98.31637783318456,98.48411616264399,98.52687724898502,98.69142667046859,98.42882955824562,98.27348916452878,98.08985596178883,98.73010753771882,98.4748062015504,98.5450065131415,98.66115604098002,98.30254184453868,98.37175410704822,98.63221331809385,98.51157716801636,98.36275290239811,98.35988524690228,98.17106522630931,98.45756486814987,98.79502105013947,98.56130792986343,98.43614519205758,98.58926204153778,98.47253547024923,98.53049375409863,98.61339002477872,97.9491135303266,97.8088605758451,97.8956467075279,98.34732475986345,97.52736073076849,98.06167804010772,98.07065975991812,98.56343949044586,97.53436119895747,97.31466456950017,98.58623521317443,99.13593704631467,98.52798788903273,98.54817970464848,98.742473859163,98.62062404870625
